PointID,County,xcoord,ycoord,landusenum,Main_soil,Slope,CS_0_30,gS,mS,fS,gU,mU,fU,Sand,Silt,Clay,pH_H2O,EC_H2O,TC,TOC,TN,FSS,Water_cont,Stone_dens,BD_bulk,Rock_fragm
506,NI,538777.0146,5937724.101,3,ZZ,N0,99.21,0.9,3.4,6.5,21.8,16.5,10,10.8,48.2,41,4.92,85.6,31.7,31.7,3.24,1319.2,23.01,2.65,1.36,3
507,SH,546726.021,5936857.27,2,MN,N0,92.98,0,1.1,12.6,38.7,15.7,6.1,13.7,60.5,25.8,6.26,103.1,50.73,50.73,4.81,937.2,36.07,2.65,0.94,0
511,SH,579755.2311,5938422.975,1,PP,N0.2,91.95,4.8,41.4,33.2,10.2,4.2,1.9,79.4,16.2,4.4,5.96,126,28.19,28.19,1.95,1175.6,23.05,2.65,1.32,9.48
512,SH,583729.4266,5937573.865,1,SS,N0,88.22,4.3,31.5,32.6,14.9,6.7,3.7,68.3,25.3,6.4,5.92,79.9,25.2,25.2,1.92,991,19.25,2.65,1.05,3.449056604
513,SH,590845.0592,5937725.696,1,SS,N0.2,92.17,7.7,29.9,28.9,15.8,7.4,3.6,66.5,26.8,6.7,6.1,64.6,24.64,24.64,1.91,1255.3,26.05,2.65,1.45,7.699622642
514,SH,602464.3111,5936340.886,1,SS,N0.2,62.33,3.8,18.8,32.3,16.4,9.4,4.9,54.9,30.7,14.4,7.34,108.3,20.67,20.44,1.86,1292.7,30.95,2.65,1.33,1.762264151
515,SH,608339.4622,5938240.59,1,BB,N0,78.94,5.5,21,25.9,15.3,10.1,7.2,52.5,32.6,14.9,6.35,64.2,19.77,19.77,1.79,1249.9,28.34,2.65,1.31,3.012075472
518,MV,634004.0706,5939661.404,1,BB,N1,47.63,5,20.5,38,15.1,8.5,4.3,63.5,28,8.5,6.25,151.2,11.13,11.13,1.06,1309.3,11.99,2.65,1.44,5.753207547
519,MV,643369.7389,5937197.773,1,YK,N1,53.96,4.8,23.3,30.9,16.6,9.8,4.9,59,31.3,9.7,6.53,92.7,12.1,12.1,1.04,1480.3,21.14,2.65,1.51,1.135849057
520,MV,650073.5541,5939117.633,2,KV,N0,260,11.4,35.1,17.5,6.3,5.4,4.8,64.1,16.4,19.5,6.91,147.3,116.06,116.06,10.26,595.4,89.16,2.65,0.62,0.656603774
521,MV,655552.6509,5939175.129,2,KV,N0,317.08,0,0,0,0,0,0,0,0,0,6.18,415,302.14,302.14,25.72,318.8,212.97,2.65,0.33,0.218867925
522,MV,663828.9743,5938963.041,2,GG,N0,207.52,8.4,42.9,31.3,6.1,3.2,1.5,82.6,10.8,6.6,5.43,182.1,79.13,79.13,6.25,927.2,20.31,2.65,0.96,1.138113208
523,MV,672858.5424,5939278.279,1,BB,N0,35.67,14.7,37,31.4,7.2,3.3,1.5,83.2,11.9,4.9,5.67,52.2,8.98,8.98,0.84,1311.2,5.57,2.65,1.44,5.523773585
524,MV,680028.1369,5937154.733,1,LL,N1,36.51,3.7,19.3,42.8,12.2,7.9,4.1,65.8,24.1,10.1,6.1,214,9.51,9.51,0.91,1235.4,8.24,2.65,1.3,2.062641509
526,MV,696485.3908,5938022.226,1,BB,N1,42.61,3.6,16.9,37.9,15.2,9.6,4.1,58.4,28.9,12.7,6.09,89.6,13.02,13.02,1.27,1617.4,11.29,2.65,1.66,1.886792453
527,MV,703848.7599,5937260.993,1,LL,N1,38.62,4,19.4,39.8,13.1,8.1,3,63.1,24.2,12.7,5.74,73.6,8.43,8.43,0.92,1678.1,12.77,2.65,1.74,2.96
532,MV,747087.5304,5942124.543,1,RZ,N2.2,39.04,4.1,20.3,33.7,14.1,9.1,4.9,58.1,28.1,13.8,8,173.2,20.34,9.55,0.93,1162,13.41,2.65,0,9.207270399
533,MV,754158.1778,5942583.447,1,LL,N2.2,50.44,4.8,25.7,38.4,8.8,6.6,2.8,68.9,18.2,12.9,7.49,148.4,26,25.14,2.04,1004.5,24.38,2.65,1.05,2.223396226
534,MV,759929.1815,5940762.521,1,LL,N0.2,42.77,5.2,22.9,37.5,13.1,8.4,4.5,65.6,25.9,8.5,5.79,41.8,12.79,12.79,1.1,1263.2,18.34,2.65,1.35,3.960754717
536,MV,779155.0457,5941677.421,1,YK,N1,38.77,5.8,24.8,34.9,14.3,7.4,4.2,65.5,25.9,8.6,6.63,80.7,10.86,10.86,0.99,1313.7,13.58,2.65,1.4,3.372075472
539,MV,803073.879,5938919.052,1,SS,N1,44.37,4,18.9,32.9,17.1,9.7,5,55.8,31.7,12.5,6.14,162,13.95,13.95,1.41,1337.4,9.27,2.65,1.39,2.276226415
540,MV,807436.6205,5942820.007,1,LL,N0.2,28.01,3.9,18.9,45,16.7,6.9,3.1,67.7,26.7,5.6,5.16,73,8.14,8.14,0.78,1181.7,8.21,2.65,1.23,0.868679245
